timestamp,tx,ty,tz,vx,vy,vz
3.2,-0.21434,-0.52814,0.36022,-0.04200000000000006,-0.3520000000000003,0.4025999999999993
3.3,-0.15965,-0.53834,0.42281,0.5469000000000022,-0.10200000000000023,0.6259000000000026
3.4,-0.13754,-0.51768,0.4467,0.2210999999999997,0.20659999999999992,0.23889999999999945
3.5,-0.10674,-0.50203,0.51714,0.30799999999999966,0.1565000000000004,0.7043999999999999
3.6,-0.08096,-0.48166,0.55681,0.25779999999999975,0.2036999999999998,0.3966999999999995
3.7,-0.04357,-0.44859,0.58218,0.37389999999999973,0.3306999999999996,0.2536999999999998
3.8,0.0044,-0.40003,0.61091,0.4797000000000017,0.48560000000000164,0.2873000000000002
3.9,0.03738,-0.35386,0.60446,0.32979999999999965,0.4616999999999995,-0.0644999999999995
4.0,0.074,-0.29996,0.58769,0.3661999999999997,0.5389999999999996,-0.16769999999999938
4.1,0.09577,-0.24831,0.56728,0.21770000000000075,0.5165000000000018,-0.2041000000000011
4.2,0.11248,-0.21049,0.54237,0.16709999999999914,0.3781999999999979,-0.24909999999999854
4.3,0.13007,-0.17006,0.51253,0.17590000000000058,0.40430000000000166,-0.29840000000000083
4.4,0.12816,-0.131,0.46324,-0.01909999999999985,0.3905999999999978,-0.49289999999999795
4.5,0.13236,-0.08745,0.40967,0.042000000000000245,0.4355000000000016,-0.535700000000002
4.6,0.11811,-0.07366,0.35485,-0.1425000000000005,0.13790000000000047,-0.5482000000000018
4.7,0.12438,-0.04136,0.34113,0.06269999999999964,0.3229999999999983,-0.13719999999999938
4.8,0.10318,-0.04269,0.25904,-0.21200000000000085,-0.013300000000000025,-0.8209000000000028
4.9,0.09845,-0.02726,0.23518,-0.04729999999999973,0.15429999999999916,-0.23859999999999865
5.0,0.07581,-0.01378,0.18271,-0.22640000000000074,0.13480000000000047,-0.5247000000000017
5.1,0.04736,-0.01451,0.13782,-0.28450000000000103,-0.0073000000000000235,-0.44890000000000174
5.2,0.04653,-0.01915,0.09188,-0.00829999999999993,-0.046399999999999754,-0.4593999999999975
5.3,0.01396,0.00527,0.04789,-0.32570000000000116,0.2442000000000009,-0.43990000000000157
5.4,0.00034,-0.01853,0.02392,-0.13619999999999927,-0.23799999999999874,-0.23969999999999875
5.5,-0.02348,0.00741,-0.02839,-0.23820000000000086,0.2594000000000009,-0.5231000000000018
5.6,-0.05318,0.00185,-0.07712,-0.29700000000000104,-0.0556000000000002,-0.4873000000000017
5.7,-0.05208,0.01276,-0.11489,0.01099999999999991,0.10909999999999942,-0.3776999999999981
5.8,-0.06396,0.01114,-0.16681,-0.11880000000000043,-0.016200000000000058,-0.5192000000000019
5.9,-0.08092,0.01544,-0.18909,-0.1695999999999991,0.04299999999999977,-0.22279999999999875
6.0,-0.09214,0.02746,-0.24275,-0.11220000000000034,0.1202000000000004,-0.5366000000000017
6.1,-0.09472,0.03208,-0.28079,-0.02580000000000008,0.04620000000000016,-0.38040000000000124
6.2,-0.12105,0.04524,-0.32667,-0.26329999999999865,0.13159999999999936,-0.4587999999999979
6.3,-0.13351,0.10196,-0.38806,-0.1246000000000003,0.5672000000000019,-0.6139000000000022
6.4,-0.13923,0.10863,-0.4294,-0.05719999999999972,0.06669999999999973,-0.41339999999999766
6.5,-0.12705,0.14819,-0.47253,0.1218000000000004,0.39560000000000123,-0.43130000000000157
6.6,-0.11689,0.16912,-0.51126,0.10160000000000038,0.2093000000000008,-0.3873000000000018
6.7,-0.13641,0.21451,-0.5531,-0.19519999999999907,0.4538999999999977,-0.41839999999999766
6.8,-0.09742,0.25958,-0.57038,0.38990000000000136,0.4507000000000013,-0.17280000000000023
6.9,-0.08378,0.31798,-0.61539,0.1363999999999994,0.583999999999997,-0.45009999999999756
7.0,-0.02659,0.36297,-0.61714,0.571900000000002,0.4499000000000019,-0.017500000000000356
7.1,0.00417,0.40425,-0.59865,0.3076000000000011,0.4128000000000013,0.18490000000000073
7.2,0.04087,0.46903,-0.59775,0.366999999999998,0.6477999999999966,0.00900000000000007
7.3,0.09225,0.50815,-0.54317,0.5138000000000018,0.39120000000000127,0.5458000000000015
7.4,0.1137,0.51713,-0.51675,0.21449999999999883,0.08979999999999941,0.2641999999999986
7.5,0.14866,0.51781,-0.45364,0.34960000000000113,0.0068000000000001636,0.6311000000000028
7.6,0.16372,0.5279,-0.40654,0.1506000000000007,0.1009000000000008,0.4710000000000014
7.7,0.20325,0.51024,-0.33239,0.3952999999999977,-0.17659999999999915,0.7414999999999959
7.8,0.19413,0.48734,-0.28434,-0.09120000000000021,-0.22900000000000112,0.4805000000000021
7.9,0.21799,0.46964,-0.22499,0.23859999999999865,-0.176999999999999,0.5934999999999967
8.0,0.18986,0.42811,-0.18223,-0.2813000000000009,-0.4153000000000016,0.4276000000000014
8.1,0.20864,0.36839,-0.15883,0.18780000000000058,-0.5972000000000021,0.23400000000000087
8.2,0.19497,0.3475,-0.13275,-0.13670000000000035,-0.20890000000000095,0.26080000000000086
8.3,0.15476,0.30298,-0.09619,-0.40209999999999424,-0.44519999999999316,0.3655999999999949
8.4,0.1451,0.25697,-0.07868,-0.09660000000000037,-0.4601000000000021,0.1751000000000006
8.5,0.11783,0.22249,-0.06701,-0.272700000000001,-0.34480000000000105,0.11670000000000041
8.6,0.11335,0.17263,-0.04157,-0.04480000000000014,-0.49860000000000165,0.2544000000000009
8.7,0.08615,0.14027,-0.02856,-0.27200000000000096,-0.32360000000000116,0.1301000000000005
8.8,0.05618,0.0929,-0.01606,-0.2996999999999958,-0.47369999999999335,0.1249999999999982
8.9,0.03402,0.05459,-0.00811,-0.22160000000000077,-0.38310000000000133,0.0795000000000003
9.0,0.00409,0.01532,-0.00901,-0.29930000000000107,-0.3927000000000014,-0.009000000000000046
9.1,-0.01972,-0.00835,0.00112,-0.23810000000000087,-0.23670000000000085,0.10130000000000036
9.2,-0.02219,-0.05465,0.01617,-0.024700000000000086,-0.4630000000000016,0.15050000000000055
9.3,-0.05222,-0.09131,0.01642,-0.30029999999999574,-0.3665999999999948,0.0024999999999999667
9.4,-0.06643,-0.129,0.03797,-0.1421000000000005,-0.37690000000000135,0.21550000000000072
9.5,-0.10065,-0.18277,0.01579,-0.3422000000000012,-0.5377000000000017,-0.22180000000000077
9.6,-0.10964,-0.21208,0.04553,-0.0899000000000003,-0.2931000000000011,0.2974000000000011
9.7,-0.14615,-0.23863,0.07474,-0.3651000000000013,-0.2655000000000011,0.292100000000001
9.8,-0.16182,-0.27599,0.09823,-0.15669999999999767,-0.3735999999999947,0.23489999999999664
9.9,-0.18568,-0.33681,0.1121,-0.23860000000000106,-0.608200000000002,0.13870000000000057
